pair_id,example_id,model,question,answer,claim_text,matched_sentence_text,predicted_citation_doc_ids,correct
169,23,qwen3-8b,Who does sam marry in foyle's war?,"The provided documents do not mention a character named Sam from *Foyle's War* or any marital details related to the series. *Foyle's War* is a British television series set in 1940s London, centered on Inspector Frank Foyle, and does not feature a character named Sam in the context of marriage. The documents reference various individuals named Sam from unrelated contexts (e.g., Sam Aleni, Samwise Gamgee, Sam Nixon, etc.), but none pertain to *Foyle's War*.",Sam Aleni is an individual named Sam from an unrelated context.,"The documents reference various individuals named Sam from unrelated contexts (e.g., Sam Aleni, Samwise Gamgee, Sam Nixon, etc.), but none pertain to *Foyle's War*.",,
170,23,qwen3-8b,Who does sam marry in foyle's war?,"The provided documents do not mention a character named Sam from *Foyle's War* or any marital details related to the series. *Foyle's War* is a British television series set in 1940s London, centered on Inspector Frank Foyle, and does not feature a character named Sam in the context of marriage. The documents reference various individuals named Sam from unrelated contexts (e.g., Sam Aleni, Samwise Gamgee, Sam Nixon, etc.), but none pertain to *Foyle's War*.",Samwise Gamgee is an individual named Sam from an unrelated context.,"The documents reference various individuals named Sam from unrelated contexts (e.g., Sam Aleni, Samwise Gamgee, Sam Nixon, etc.), but none pertain to *Foyle's War*.",,
171,23,qwen3-8b,Who does sam marry in foyle's war?,"The provided documents do not mention a character named Sam from *Foyle's War* or any marital details related to the series. *Foyle's War* is a British television series set in 1940s London, centered on Inspector Frank Foyle, and does not feature a character named Sam in the context of marriage. The documents reference various individuals named Sam from unrelated contexts (e.g., Sam Aleni, Samwise Gamgee, Sam Nixon, etc.), but none pertain to *Foyle's War*.",Sam Nixon is an individual named Sam from an unrelated context.,"The documents reference various individuals named Sam from unrelated contexts (e.g., Sam Aleni, Samwise Gamgee, Sam Nixon, etc.), but none pertain to *Foyle's War*.",,
172,23,qwen3-8b,Who does sam marry in foyle's war?,"The provided documents do not mention a character named Sam from *Foyle's War* or any marital details related to the series. *Foyle's War* is a British television series set in 1940s London, centered on Inspector Frank Foyle, and does not feature a character named Sam in the context of marriage. The documents reference various individuals named Sam from unrelated contexts (e.g., Sam Aleni, Samwise Gamgee, Sam Nixon, etc.), but none pertain to *Foyle's War*.",None of the referenced individuals named Sam pertain to Foyle's War.,"The documents reference various individuals named Sam from unrelated contexts (e.g., Sam Aleni, Samwise Gamgee, Sam Nixon, etc.), but none pertain to *Foyle's War*.",,
173,24,gemma-4-e4b,Who is the actor that plays green arrow?,"Stephen Amell portrays Oliver Queen / Green Arrow in *The CW* superhero series *""Arrow""* and its spin-offs [2, 5]. However, the character first appeared in live-action media when Justin Hartley played Oliver Queen/Green Arrow in the series *""Smallville""* [1, 5].",Stephen Amell portrays Oliver Queen.,"Stephen Amell portrays Oliver Queen / Green Arrow in *The CW* superhero series *""Arrow""* and its spin-offs [2, 5]. ","doc2,doc5",
174,24,gemma-4-e4b,Who is the actor that plays green arrow?,"Stephen Amell portrays Oliver Queen / Green Arrow in *The CW* superhero series *""Arrow""* and its spin-offs [2, 5]. However, the character first appeared in live-action media when Justin Hartley played Oliver Queen/Green Arrow in the series *""Smallville""* [1, 5].",Stephen Amell portrays Green Arrow.,"Stephen Amell portrays Oliver Queen / Green Arrow in *The CW* superhero series *""Arrow""* and its spin-offs [2, 5]. ","doc2,doc5",
175,24,gemma-4-e4b,Who is the actor that plays green arrow?,"Stephen Amell portrays Oliver Queen / Green Arrow in *The CW* superhero series *""Arrow""* and its spin-offs [2, 5]. However, the character first appeared in live-action media when Justin Hartley played Oliver Queen/Green Arrow in the series *""Smallville""* [1, 5].","The series ""Arrow"" is a superhero series.","Stephen Amell portrays Oliver Queen / Green Arrow in *The CW* superhero series *""Arrow""* and its spin-offs [2, 5]. ","doc2,doc5",
176,24,gemma-4-e4b,Who is the actor that plays green arrow?,"Stephen Amell portrays Oliver Queen / Green Arrow in *The CW* superhero series *""Arrow""* and its spin-offs [2, 5]. However, the character first appeared in live-action media when Justin Hartley played Oliver Queen/Green Arrow in the series *""Smallville""* [1, 5].","The series ""Arrow"" is on The CW.","Stephen Amell portrays Oliver Queen / Green Arrow in *The CW* superhero series *""Arrow""* and its spin-offs [2, 5]. ","doc2,doc5",
177,24,gemma-4-e4b,Who is the actor that plays green arrow?,"Stephen Amell portrays Oliver Queen / Green Arrow in *The CW* superhero series *""Arrow""* and its spin-offs [2, 5]. However, the character first appeared in live-action media when Justin Hartley played Oliver Queen/Green Arrow in the series *""Smallville""* [1, 5].","Stephen Amell portrays these characters in ""Arrow"".","Stephen Amell portrays Oliver Queen / Green Arrow in *The CW* superhero series *""Arrow""* and its spin-offs [2, 5]. ","doc2,doc5",
178,24,gemma-4-e4b,Who is the actor that plays green arrow?,"Stephen Amell portrays Oliver Queen / Green Arrow in *The CW* superhero series *""Arrow""* and its spin-offs [2, 5]. However, the character first appeared in live-action media when Justin Hartley played Oliver Queen/Green Arrow in the series *""Smallville""* [1, 5].",Stephen Amell portrays these characters in its spin-offs.,"Stephen Amell portrays Oliver Queen / Green Arrow in *The CW* superhero series *""Arrow""* and its spin-offs [2, 5]. ","doc2,doc5",
179,24,gemma-4-e4b,Who is the actor that plays green arrow?,"Stephen Amell portrays Oliver Queen / Green Arrow in *The CW* superhero series *""Arrow""* and its spin-offs [2, 5]. However, the character first appeared in live-action media when Justin Hartley played Oliver Queen/Green Arrow in the series *""Smallville""* [1, 5].",The character Oliver Queen first appeared in live-action media.,"However, the character first appeared in live-action media when Justin Hartley played Oliver Queen/Green Arrow in the series *""Smallville""* [1, 5].","doc1,doc5",
